Time (sec), Vehicle speed (MPH), Instant fuel economy (MPG), Fuel rate (gal/hr), Input voltage read by the scan tool (V), Engine Power (hp), Trip Distance (miles), Trip Fuel (gal), Trip Duration (min), Seconds Idling (sec), Calculated load value (%), Engine coolant temperature (°F), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Intake air temperature (°F), Absolute throttle position (%), O2 voltage (Bank 1  Sensor 1) (V), O2 voltage (Bank 1  Sensor 2) (V),, Mass air flow rate (lb/min), Boost (psi), Acceleration (ft/s²), Engine Torque (lb•ft), GPS Speed (MPH)
145.67,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
149.662,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
150.661,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
151.668,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
154.66,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
155.668,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
157.671,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
161.667,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
162.666,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
167.668,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
169.669,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
170.669,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
171.668,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
173.666,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
176.668,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
177.67,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
182.664,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
185.668,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
189.669,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
195.667,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
202.67,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
203.664,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
207.661,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
208.671,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
211.657,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
212.669,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
213.661,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
214.666,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
215.66,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
217.658,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
218.663,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
219.664,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
222.669,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
223.664,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
224.663,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
225.664,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
226.673,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
227.664,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
228.664,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
229.674,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
230.673,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
231.663,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
232.673,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
233.667,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
234.663,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
235.666,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
236.675,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
237.666,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
238.669,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
239.664,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
240.671,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
241.671,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
242.669,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
243.665,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
244.668,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
245.675,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
246.67,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
247.673,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
248.672,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
249.666,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
250.667,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
251.667,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
252.662,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
253.666,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
254.665,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
255.667,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
256.669,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
257.668,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
258.667,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
259.658,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
260.661,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
261.673,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
262.665,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
263.679,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
264.671,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
265.668,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
266.665,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
267.669,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
268.671,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
269.666,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
270.668,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
271.665,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
272.661,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
273.671,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
274.669,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
275.663,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
276.669,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
277.668,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
278.661,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
279.662,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
281.669,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
282.659,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
283.666,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
284.665,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,0
285.67,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,9.970453
286.67,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,13.43319
287.671,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,16.87277
288.663,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,19.83732
289.68,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,21.57025
290.668,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,24.03336
291.676,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,25.61227
292.668,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,27.07277
293.662,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,28.1365
294.682,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,27.62945
295.668,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,24.85221
296.673,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,20.39758
297.67,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,15.03597
298.666,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,9.663589
299.661,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,6.69227
300.669,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,5.270607
301.67,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,5.845278
302.669,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,8.15968
303.673,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,12.43932
304.67,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,16.52106
305.67,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,20.19166
306.669,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,24.2328
307.67,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,27.44526
308.674,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,30.13848
309.672,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,30.84061
310.664,9.941939,18.91069,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,27.45098,150.8,11.81204,1218,68,12.94118,0.115,0.8,,0.7911571,-8.412189,-0.04874019,31.08301,31.53694
